Date,High,Low,Open,Close,Volume,Adj Close
2020-04-22,1384.9000244140625,1300.0,1320.0,1363.5999755859375,65230035.0,1358.4990234375
2020-04-23,1385.8499755859375,1353.300048828125,1367.3499755859375,1370.9000244140625,29928168.0,1365.771728515625
2020-04-24,1494.949951171875,1347.199951171875,1350.1500244140625,1417.0,61711199.0,1411.6993408203125
2020-04-27,1475.0,1423.0,1434.0,1429.75,26736415.0,1424.401611328125
2020-04-28,1455.449951171875,1392.1500244140625,1450.0,1428.1500244140625,35866256.0,1422.8076171875
2020-04-29,1453.6500244140625,1420.0,1444.9000244140625,1426.949951171875,17141303.0,1421.612060546875
2020-04-30,1480.9100341796875,1424.550048828125,1440.300048828125,1452.22998046875,32926121.0,1446.7974853515625
2020-05-04,1451.239990234375,1404.1400146484375,1426.47998046875,1421.719970703125,24670336.0,1416.401611328125
2020-05-05,1465.1099853515625,1433.6099853515625,1440.050048828125,1446.9300537109375,20723079.0,1441.5174560546875
2020-05-06,1471.010009765625,1431.9300537109375,1450.25,1447.030029296875,18685710.0,1441.616943359375
2020-05-07,1499.43994140625,1431.4300537109375,1441.3399658203125,1492.800048828125,23087436.0,1487.2158203125
2020-05-08,1565.06005859375,1522.6700439453125,1530.489990234375,1547.1300048828125,38887255.0,1541.342529296875
2020-05-11,1599.8399658203125,1557.5400390625,1565.1600341796875,1561.989990234375,30959745.0,1556.14697265625
2020-05-12,1553.6199951171875,1451.239990234375,1550.1099853515625,1465.3599853515625,46465281.0,1459.87841796875
2020-05-13,1527.0,1454.0,1527.0,1496.449951171875,30657492.0,1490.85205078125
2020-05-14,1496.699951171875,1430.050048828125,1469.0,1435.949951171875,22736607.0,1430.578369140625
2020-05-15,1466.699951171875,1415.0999755859375,1444.0,1459.4000244140625,28683258.0,1453.940673828125
2020-05-18,1482.0,1428.0,1470.0,1440.75,28980385.0,1435.3604736328125
2020-05-19,1461.699951171875,1403.25,1457.0,1408.9000244140625,19528760.0,1403.629638671875
2020-05-20,1446.8499755859375,1393.0,1410.0,1433.699951171875,25530626.0,1428.3367919921875
2020-05-21,1461.449951171875,1425.0,1435.0,1441.25,18076017.0,1435.858642578125
2020-05-22,1458.0,1426.5,1451.800048828125,1431.550048828125,17458065.0,1426.1949462890625
2020-05-26,1449.699951171875,1416.300048828125,1448.1500244140625,1424.050048828125,15329472.0,1418.7230224609375
2020-05-27,1454.0,1412.0,1431.0,1445.550048828125,16460756.0,1440.142578125
2020-05-28,1479.75,1449.0,1455.0,1472.25,18518271.0,1466.74267578125
2020-05-29,1472.0,1452.6500244140625,1468.0,1464.4000244140625,18470390.0,1458.9219970703125
2020-06-01,1538.3499755859375,1475.949951171875,1480.0,1520.3499755859375,18434012.0,1514.6627197265625
2020-06-02,1540.0,1520.800048828125,1526.0,1535.699951171875,10224049.0,1529.9552001953125
2020-06-03,1560.0,1533.3499755859375,1545.0,1541.6500244140625,11713461.0,1535.883056640625
2020-06-04,1589.5,1541.0,1544.0,1579.800048828125,15784379.0,1573.890380859375
2020-06-05,1618.0,1573.699951171875,1595.0,1581.699951171875,15264885.0,1575.783203125
2020-06-08,1618.4000244140625,1565.0,1618.4000244140625,1569.5,14497996.0,1563.6287841796875
2020-06-09,1583.0,1533.0,1560.300048828125,1537.1500244140625,11933076.0,1531.39990234375
2020-06-10,1579.550048828125,1540.050048828125,1543.0999755859375,1572.1500244140625,10214213.0,1566.2689208984375
2020-06-11,1567.949951171875,1531.0,1566.0,1537.699951171875,9408046.0,1531.94775390625
2020-06-12,1593.0,1497.0,1500.0,1588.800048828125,17790311.0,1582.856689453125
2020-06-15,1626.949951171875,1561.0999755859375,1565.0,1614.550048828125,24509058.0,1608.5103759765625
2020-06-16,1648.550048828125,1585.300048828125,1643.0,1617.699951171875,23622794.0,1611.6484375
2020-06-17,1635.449951171875,1602.0999755859375,1608.25,1615.3499755859375,19282411.0,1609.3072509765625
2020-06-18,1665.0,1605.5999755859375,1607.0,1655.9000244140625,18677617.0,1649.7056884765625
2020-06-19,1788.800048828125,1662.0,1670.0,1759.4000244140625,48828609.0,1752.8184814453125
2020-06-22,1804.199951171875,1735.0,1773.4000244140625,1746.1500244140625,27781693.0,1739.6180419921875
2020-06-23,1763.75,1716.0999755859375,1750.0,1720.9000244140625,17519493.0,1714.4625244140625
2020-06-24,1772.699951171875,1711.699951171875,1735.9000244140625,1727.8499755859375,23807033.0,1721.386474609375
2020-06-25,1749.0,1713.050048828125,1727.0,1717.9000244140625,18312025.0,1711.4737548828125
2020-06-26,1752.0,1717.0,1728.800048828125,1741.6500244140625,14270458.0,1735.1348876953125
2020-06-29,1739.75,1715.550048828125,1728.050048828125,1723.1500244140625,11824524.0,1716.7041015625
2020-06-30,1741.0,1695.550048828125,1737.0,1704.0999755859375,13972563.0,1697.725341796875
2020-07-01,1749.0,1708.050048828125,1720.0,1737.5999755859375,13136179.0,1731.0999755859375
2020-07-02,1767.5999755859375,1735.050048828125,1743.0,1760.3499755859375,13286365.0,1760.3499755859375
2020-07-03,1793.0,1768.0,1779.800048828125,1787.9000244140625,13583909.0,1787.9000244140625
2020-07-06,1858.0,1792.0999755859375,1805.0,1851.800048828125,21697962.0,1851.800048828125
2020-07-07,1864.3499755859375,1806.300048828125,1860.0,1823.449951171875,16239990.0,1823.449951171875
2020-07-08,1834.949951171875,1790.0,1824.050048828125,1798.0,12093186.0,1798.0
2020-07-09,1835.0,1786.25,1809.0,1824.25,16807336.0,1824.25
2020-07-10,1884.5999755859375,1824.25,1828.5,1878.050048828125,20195218.0,1878.050048828125
2020-07-13,1947.699951171875,1900.0,1903.3499755859375,1935.0,32124262.0,1935.0
2020-07-14,1941.699951171875,1887.300048828125,1934.0,1917.0,31073305.0,1917.0
2020-07-15,1978.800048828125,1798.0,1937.949951171875,1844.0,64457578.0,1844.0
2020-07-16,1869.0,1812.449951171875,1847.0,1843.4000244140625,28133826.0,1843.4000244140625
2020-07-17,1920.0,1838.0,1845.0,1911.699951171875,22948894.0,1911.699951171875
2020-07-20,1932.0,1899.6500244140625,1917.800048828125,1919.9000244140625,16887635.0,1919.9000244140625
2020-07-21,1977.0,1936.5,1939.0,1971.550048828125,19463004.0,1971.550048828125
2020-07-22,2010.0,1960.699951171875,1983.0,2004.0,27584518.0,2004.0
2020-07-23,2079.699951171875,1991.3499755859375,2003.949951171875,2057.800048828125,26921017.0,2057.800048828125
2020-07-24,2163.0,2057.800048828125,2058.0,2146.14990234375,55648411.0,2146.14990234375
